term,term_frequency
p.1385,1
muelder,1
cyrus,1
petterssen,1
pieter,1
augustinus,1
2-4,1
peripheries,1
1995present,1
muthuvel,1
chelliah,1
kingste,1
adelson,1
466-467,1
2008-02-24,1
f-plane,1
tractable,1
pedlosky,1
16w,1
centroid,1
melor,1
mindulle,1
gula,1
hilwa,1
hpalevel,1
18,000feet,1
chun-chieh,1
treng-shi,1
wei-peng,1
kun-hsuan,1
12891300,1
16431645,1
287293,1
17451758,1
1995-05-01,1
13571363,1
cyclonelike,1
2659,1
550559,1
2017-07-27,1
2011-06-27,1
grandnephew,1
takashima,1
suwa,1
purged,1
tsukamu,1
grasping,1
chiretsu,1
jishin,1
taikich,1
ksh,1
tenbun,1
uzumaki,1
jikken,1
kanshoku,1
nayami,1
anguish,1
nto,1
gunka,1
yonjnen,1
kishgaku,1
sanseido,1
nitsuite,1
taiki,1
butsurigaku,1
anti-trades,1
gasser,1
2000-08-10,1
pp.817821,1
11791181,1
melicie,1
desflots,1
rozumalski,1
65-90,1
18111-18126,1
ams.confex.com,1
17days,1
1,245km,1
280mi,1
970mi,1
1,560km,1
sustainment,1
860mbar,1
25inhg,1
aleutians,1
12person,1
ironwood,1
188200,1
921.5,1
27.21inhg,1
0906,1
1.15inches,1
0.67in,1
17mm,1
27.019,1
198consecutive,1
174consecutive,1
2012-06-04,1
2009-03-10,1
2009-07-22,1
2012-02-19,1
tebben,1
2006-09-17,1
2014-12-10,1
2012-04-06,1
2013-01-19,1
19total,1
241million,1
1216named,1
november2006,1
may27,1
190miles,1
jacatepec,1
3.78inches,1
96mm,1
june4,1
19.13inches,1
486mm,1
72people,1
430mi,1
1500mi,1
2400km,1
wailuaiki,1
3.87inches,1
convective-less,1
495mi,1
980miles,1
1,580km,1
2.89inches,1
73mm,1
15.08inches,1
383mm,1
24hikers,1
375miles,1
1,045km,1
25before,1
19days,1
10.8inches,1
276mm,1
663million,1
60.8million,1
19vehicles,1
525miles,1
40cm,1
2006mxn,1
4,320homes,1
19,200miles,1
6.35inches,1
170homes,1
300hectares,1
740acres,1
sixteen-e,1
1,360,1
2,190km,1
2.28inches,1
440mi,1
710km,1
550mi,1
460miles,1
320miles,1
515km,1
warmer-than-average,1
raiv,1
2006-09-09,1
2006-07-12,1
2006-07-13,1
2007-07-18,1
2006-12-11,1
2006-07-22,1
2006-07-30,1
2009-09-24,1
2008-09-24,1
alcantar,1
lajornada,1
moscow-pullman,1
asesoria,1
polticas,1
pblicas,1
estato,1
valdez,1
journada,1
2009-03-31,1
consejo,1
directivo,1
sinaloense,1
acuacultura,1
2006-11-11,1
ruinous,1
3,913deaths,1
158.9billion,1
january2006,1
120190,1
fivein,1
coden,1
4.91billion,1
7.36billion,1
491million,1
55.2million,1
category5-level,1
132billion,1
12.3billion,1
29billion,1
35.6billion,1
159.2billion,1
2,067people,1
20.6billion,1
1318,1
160,000m3,1
damped,1
sluggish,1
timeonly,1
northand,1
fastest-intensifying,1
debby,1
sixth-most,1
nine-day-old,1
fuente,1
teorema,1
ambiental,1
2006-01-24,1
hawkes,1
omitting,1
googlemaps,1
22.8billion,1
2am,1
0700,1
10.2degrees,1
10.6degrees,1
26.81,1
70.38,1
special-needs,1
270animals,1
64people,1
caribbeanmainly,1
39people,1
grenadian,1
815million,1
1.03billion,1
75-year-old,1
pre-ivan,1
2.86billion,1
1.52billion,1
14billion,1
17.8billion,1
quarter-mile,1
five-story,1
steel-reinforced,1
489,000subscribers,1
powerroughly,1
boater,1
50-knot,1
15houses,1
40tornadoes,1
151mm,1
frankstown,1
repercussions,1
envisage,1
shortfalls,1
usaids,1
1,379,1
herders,1
1,560,1
889,1
167,700,1
5,856,1
138,500,1
162.6,1
femas,1
renters,1
landlords,1
9,527,1
91-foot,1
28-meter,1
131ft,1
barringer,1
hurricaneville,1
mcdonough,1
www.ifrc.org,1
dnet,1
11,000people,1
37years,1
900mm,1
8,00010,000,1
928mm,1
36.5in,1
466.7mm,1
18.37in,1
75in,1
359m,1
1,178ft,1
236million,1
385km,1
239mi,1
665million,1
350years,1
35,000houses,1
50,000damaged,1
1.5millionpeople,1
52,345,000,000,1
2.005billion,1
630mm,1
17,600,1
368,300,1
subsector,1
92bridges,1
1,700miles,1
bovines,1
1980sthat,1
provenir,1
rolando,1
50foot,1
92million,1
1,900km,1
1350km,1
16.85,1
428.0mm,1
65people,1
30,000homes,1
6.3billion,1
2,328,1
34people,1
1,357,1
11tons,1
1998-10-28,1
1998-10-30,1
ulate,1
1998-10-29,1
1998-11-04,1
2007-09-22,1
2013-05-22,1
proffitt,1
2002-10-07,1
1999-04-14,1
harp,1
castaeda,1
erri,1
roetker,1
melder,1
handley,1
balmat,1
2014-06-27,1
corzo,1
macswan,1
1998-12-03,1
meterologial,1
0807830682,1
1998-11-10,1
2013-06-10,1
pan-american,1
2013-06-12,1
2014-11-19,1
2006-05-03,1
irisfour,1
thunderstormsas,1
10second,1
0.71inhg,1
957mb,1
28.3inhg,1
1.89in,1
30minute,1
17.72in,1
storm-flooded,1
1995-08-22,1
1995-08-27,1
1996-01-06,1
1995-08-30,1
thorncrof,1
societ,1
1995-10-06,1
maymi,1
1995-08-26,1
mazurie,1
faul,1
whacky,1
mcready,1
seeders,1
non-hurricane,1
near-seedings,1
hand-dumping,1
gun-like,1
refocus,1
post-seeding,1
microphysically,1
debunking,1
weaponize,1
vinciguerra,1
leib,1
153-54,1
354-56,1
pp.208217,1
pp.35456,1
pp.50514,1
pp.395411,1
mid-altitude,1
warm-season,1
experimenters,1
posited,1
dependable,1
radiophysics,1
post-corporatisation,1
coax,1
incapacitation,1
tooth,1
2,740,1
reserveis,1
non-definitive,1
19061993,1
talcum,1
astonishment,1
eye-popping,1
tinkering,1
crystallographer,1
60-mile,1
cloud-seeded,1
scpp,1
hiplex,1
member-states,1
six-state,1
19812000,1
198487,1993-94,1
denials,1
early-august,1
088,1
dhabi,1
ncms,1
c90,1
langeman,1
ex-members,1
antigranizo,1
aragon,1
an-30m,1
pulverize,1
bavaria,1
kufstein,1
tyrol,1
aeroclub,1
reagent,1
then-snowy,1
al-ghait,1
burkina,1
faso,1
rmaf,1
l15707,1
pelley,1
moseman,1
lipsher,1
bio-accumulative,1
111-129,1
fes,1
77-39,1
488501,1
steinhoff,1
ives,1
nucleating,1
stanislaus,1
coprecipitated,1
bromide,1
4012,1
945946,1
nucleant,1
passarelli,1
3,877,642,1
pp.203209,1
hagelabwehr,1
branigan,1
sibal,1
shri,1
kapil,1
2005-08-04,1
israel-4,1
al-qabas,1
kazmi,1
eureka,1
1875-1995,1
2013-09-24,1
mehlhaf,1
ktvz,1
2013-12-14,1
serendipity,1
rittner,1
voorheesville,1
118-119,1
128-129,1
6-24-2013,1
silver-based,1
octahedral,1
tetrahedral,1
trigonal,1
sublattice,1
foragi,1
polymorphs,1
metastablephase,1
golden-yellow,1
precipitatesagi,1
affordsagi,1
darkens,1
1050grams,1
discoloration,1
p.a23,1
binner,1
dimitrakis,1
vaidhyanathan,1
409412,1
12331314,1
glemser,1
saur,1
preparative,1
1036-7,1
lyday,1
ullmann,1
toxicogy,1
undercooling,1
273.15,1
224.8k,1
48.3c,1
106k,1
136k,1
137c,1
215f,1
231k,1
43.6f,1
solidliquid,1
liquidus,1
afps,1
noncolligative,1
colligative,1
antifreezes,1
bodily,1
ice-nucleating,1
acclimate,1
to40c,1
debatably,1
crystalize,1
cuticle,1
xylem,1
supercool,1
quadrupling,1
livers,1
liquid-encapsulated,1
soldering,1
rathz,1
valeria,1
molinero,1
506508,1
glass-forming,1
austen,1
ramsay1949,1
nucleator,1
arthropods,1
327357,1
garth,1
teleost,1
359390,1
halpern,1
125135,1
327334,1
417424,1
kuprian,1
e0163160,1
neuner,1
507528,1
sorrel,1
2007-09-21,1
2013-12-05,1
berendsen,1
bruinsma,1
saeidi,1
izamis,1
maria-louisa,1
mehmet,1
yarmush,1
korkut,1
7903,1
hunka,1
2015-05-06,1
simge,1
nar,1
tevis,1
jiahao,1
thuo,1
2016-03-14.cs1,1
4046,1
giovambattista,1
sciortino,1
047801,1
rogerson,1
aiche,1
522529,1
stormhaving,1
statusskirted,1
3,000mi,1
4,800km,1
913,010,1
1,626,611,1
jacksonvillians,1
jaxons,1
15621565,1
15651763,1
17631783,1
17831821,1
18211861,1
18611862,1
1862present,1
mocama,1
chiefdom,1
ossachite,1
ribault,1
saturiwa,1
plats,1
yorkbased,1
75.8,1
tanzler,1
julington,1
half-penny,1
874.3,1
2,264km2,1
86.66,1
757.7sqmi,1
1,962km2,1
116.7sqmi,1
302km2,1
brutalism,1
futurism,1
organicism,1
kbj,1
617ft,1
188m,1
37-story,1
1972-74,1
28-floor,1
precast,1
1902-1912,1
92f,1
43.3c,1
erupt,1
one-inch,1
near-hurricane,1
320km2,1
jetski,1
waterski,1
19,000ha,1
dignan,1
64,000l,1
1.5-mile,1
1.81km2,1
1.54-acre,1
6,200m2,1
18.34-acre,1
74,200m2,1
downtownand,1
192930,1
venetian-style,1
14.5-mile,1
23.3km,1
in-line,1
7-acre,1
250-year-old,1
32-acre,1
130,000m2,1
5.85-acre,1
23,700m2,1
11.4-acre,1
46,000m2,1
1.9km,1
radisson,1
821,784,1
tenth-largest,1
5,751,1
25,033,1
43.8,1
48,829,1
59,272,1
42,485,1
34,209,1
25,227,1
38.0,1
35.7,1
90.60,1
4.13,1
0.21,1
365,267,1
76,100,1
56,769,1
133,155,1
2520,1
communion,1
14,886,1
8,581,1
6,028,1
4,595,1
3,530,1
providential,1
diversification,1
swisher,1
circum,1
fis,1
intuitions,1
freight-handling,1
22,939,1
92.83km2,1
69km2,1
commercial-zoned,1
large-size,1
weeklies,1
caters,1
dt2,1
wjax-tv,1
simulcasting,1
97.9,1
96.9,1
subchannel,1
chr,1
wqik,1
99.1,1
wgne-fm,1
99.9,1
wcrj,1
88.1,1
89.9,1
90.9,1
k-love,1
prx,1
micro-electronics,1
8,000-foot,1
mpf,1
mps,1
15-kilometre,1
grabs,1
arts-and-crafts,1
16,000-seat,1
aviaries,1
jaxparks,1
icsc,1
high-style,1
made-for-television,1
willed,1
moca,1
60,000-square-foot,1
6,000m2,1
mosh,1
antique-book,1
pumper,1
lavilla,1
pythias,1
severallevel,1
double-a,1
county-jacksonville,1
remainedas,1
consolidationindependent,1
5,106,1
123,000,1
k8,1
54,000sqft,1
5,000m2,1
300,000sqft,1
40-year-old,1
acosta,1
jackknife,1
bayard,1
sr9b,1
i-795,1
9b,1
umiii,1
bombardier,1
peoplemover,1
jta,1
18-month,1
2.5-mile,1
thrice-weekly,1
kjax,1
jaa,1
kheg,1
heg,1
kvqq,1
fy2006,1
610,000,1
sailings,1
128,745,1
voip,1
fiber-to-the-premises,1
fiber-to-the-node,1
taxexemptworld.com,1
2,910,1
9.54,1
nantes,1
donges,1
news.wjct.org,1
compendia,1
wjxt,1
jaxpubliclibrary.com,1
metrojacksonville.com,1
battleofolustee.org,1
battleofolustee,1
1209,1
penland,1
vasana,1
bringyouhome.com,1
stellino,1
vito,1
tvbythenumbers,1
thorbecke,1
climatezone.com,1
lwf.ncdc.noaa.gov,1
evergreenjax.com,1
findagrave.com,1
metrojacsonville.com,1
eujacksonville.com,1
coj.net,1
54-71,1
carbone,1
finotti,1
pp.181182,1
www.nationalregisterofhistoricplaces.com,1
haya,1
gerber,1
walk2shul.com,1
money.cnn.com,1
time-union,1
lockhart,1
federalreserve.gov,1
jaxusa.org,1
jaxusa,1
woolsey,1
zibb,1
bouchard4b.pbwiki.com,1
cnic.navy.mil,1
news4jax.com,1
wjxt-tv,1
2009-15k,1
superpages.com,1
blues.org,1
artsjax.org,1
pp.5759,1
www.waymarking.com,1
www.5pointsjax.com,1
inusa.com,1
profootballhof.com,1
pahigian,1
code13rugbyleague.com,1
gurbal,1
zima,1
www.ju.edu,1
ingraham,1
treen,1
pp.184187,1
pp.189190,1
p.71,9496,130,1
p.6,7,15,23,1
casesmainly,1
sizemost,1
uscg-licensed,1
municode,1
www.taxexemptworld.com,1
bartley,1
wakelynkeeping,1
19401970,1
cassanello,1
carpetbaggers,1
industrious,1
thrifty,1
businesspeople,1
45387,1
oehser,1
wagman,1
caroyln,1
aboutjacksonville,1
floridaat,1
tissue-paper-thin,1
23-karat,1
musgrove,1
rout,1
awanoki,1
shawano,1
savano,1
savana,1
zabana,1
108.7,1
281.5km2,1
103.1,1
267.0km2,1
5.15,1
kayton,1
67.8f,1
savannahhilton,1
re-curve,1
cuyler-brownsville,1
146,763,1
384,024,1
347,611,1
savannah-hinesville-statesboro,1
statesboro,1
539,753,1
495,745,1
52,615,1
31,390,1
1,759.5,1
679.4,1
57,437,1
768.5,1
296.7,1
38.03,1
32.6,1
51,375,1
84.6,1
29,038,1
36,410,1
28,545,1
22,309,1
16,921,1
k-9,1
shipbuilder,1
visitor-related,1
savannah-hilton,1
2009-2014,1
telfair,1
ursrey,1
auditioned,1
philharmonic,1
community-building,1
three-quarter-round,1
volunteer-based,1
off-stage,1
revues,1
scad,1
gunt,1
hostess,1
vernonburg,1
razing,1
rectors,1
evangelists,1
sorrel-weed,1
33.2-acre,1
134,000m2,1
plant-introduction,1
3,000-mile-long,1
skidaway,1
fourth-year,1
specialities,1
forsyth,1
aba-accredited,1
derenne,1
lynes,1
tybee,1
larcenies,1
2,429,1
1,761,1
11,782,1
scmpd,1
779,1
2008-01-02,1
1145,1
georgiainfo.galileo.usg.edu,1
1996-04-29,1
thempc.org,1
tableservices,1
jsf,1
productreview.xhtml,1
src,1
bkmk,1
bloome,1
p.429,1
savannahbookfestival.org,1
flannery-home,1
flanneryoconnorhome.org,1
savannahballettheatre.org,1
coastal-jazz.org,1
savannahchoir.org,1
savannahconcertassociation.com,1
savannahphilharmonic.org,1
finearts.armstrong.edu,1
savaayo.org,1
musesavannah.org,1
savannahchildrenstheatre.org,1
savannahcommunitytheatre.com,1
littletheatreofsavannah.org,1
savannahtheatre.com,1
oddlotproductions.com,1
2017-10-27,1
art-rise,1
n-georgia.com,1
2012-06-29,1
2007-01-23,1
delony,1
21.6kb,1
clubone-online.com,1
ralston.ac,1
savannahlawschool.org,1
connectsavannah.com,1
mondotimes.com,1
www.wtoc.com,1
batumi,1
9,100m,1
19972006,1
1969-1971,1
1949-1983,1
1268,1
uninfluenced,1
ocean-to-atmosphere,1
phase-locked,1
eyewallskirt,1
bsa,1
2011-06-03,1
38293847,1
shoreibah,1
shanmin,1
113118,1
l.e,1
633639,1
354356,1
helveston,1
hurr,1
876,1
smull,1
5816,1
12359,1
skubis,1
2865,1
vallaro,1
outfoow,1
10931105,1
209231,1
378394,1
137142,1
cloud-resolved,1
l03802,1
kislow,1
kshudiram,1
met3300,1
38933917,1
645663,1
qing-hong,1
ying-hwa,1
shou-jun,1
eye-walls,1
31833204,1
annu,1
nakanishi,1
naito,1
10691081,1
w.-c,1
j.-d,1
l07807,1
y.f,1
51835198,1
mulero,1
133147,1
225241,1
l.y,1
27222734,1
vonder,1
haar,1
48824898,1
ijsberg,1
isbjerg,1
eisberg,1
iesbarg,1
isberg,1
grotto,1
19111913,1
ponting,1
1025kg,1
246.1ft,1
551ft,1
icebreaker,1
55-story,1
12,000sqmi,1
fizzing,1
bergie,1
popping,1
a-38,1
11,000km2,1
6,900km2,1
2,700sqmi,1
5,500km2,1
2,100sqmi,1
5,390km2,1
2,080sqmi,1
3,100km2,1
615km2,1
237sqmi,1
310km2,1
120sqmi,1
260km2,1
100sqmi,1
petermann,1
54sqmi,1
length-to-height,1
pinnacled,1
dry-dock,1
weddell,1
calved,1
abetted,1
8,400mi,1
smudge,1
1,517,1
2,223,1
ice-flow,1
slar,1
envisat,1
multi-polarization,1
radarsat-1,1
2006-03-26,1
2005-01-20,1
lendon,1
2010-08-07,1
2011-03-10,1
2011-06-23,1
davey,1
scambos,1
adare,1
b06311,1
2009jb006700,1
cathles,1
y-j,1
sergienko,1
sponsler,1
geop,1
l17502,1
2006gl027235,1
maclellan,1
2006-10-31,1
resin,1
customhouse,1
85km2,1
oceanarium,1
gutting,1
64.2sqmi,1
166.4km2,1
56.9sqmi,1
147.4km2,1
7.3sqmi,1
19.0km2,1
1,191.4,1
459.9,1
50,825,1
74.97,1
56.86,1
36.07,1
1.69,1
5.19,1
31,602,1
555.4,1
214.4,1
83.24,1
2.57,1
26,943,1
32,779,1
39,213,1
29,220,1
21,736,1
17,554,1
cruisin,1
speedboat,1
water-sport,1
890th,1
tasmg,1
hazmat,1
1972-1983,1
vikings,1
1926-2002,1
1956-1964,1
germinated,1
1973-76,1
seabee.navy.mil,1
lib.usm.edu,1
nrhp.focus.nps.gov,1
2014-04-28,1
2010-12-04,1
2011-03-20,1
wlox.com,1
2014-05-22,1
wmcarey.edu,1
2009-08-19,1
2012-06-26,1
2016-02-16,1
wlox13,1
presidency.ucsb.edu,1
2014-04-21,1
rubel,1
lex,1
1963-1967,1
xlvii,1
240-264,1
tack,1
aboutgulfport,1
mississippiat,1
18651876,1
juniper,1
ghaghat,1
submerges,1
overtops,1
flod,1
flut,1
vloed,1
slow-rising,1
42m3,1
wets,1
wetting,1
over-topping,1
seep,1
flood-damaged,1
culverted,1
unworkable,1
after-effect,1
high-value,1
community-safety,1
emergency-operations,1
intermediate-term,1
emergency-response,1
suds,1
tuflow,1
1d,1
land-surface,1
acrate,1
nohrsc,1
as-needed,1
soaking,1
gridpoint,1
civilization-destroying,1
hjalmarson,1
hjalmar,1
tanque,1
18411852,1
madhani,1
toombes,1
iahr,1
ishs2014,1
babbitt,1
doland,1
urquhart,1
abbett,1
mgf,1
pd,1
identifiability,1
139157,1
bratkovich,1
burban,1
iaq-sfrb,1
floodsmart.gov,1
gwp,1
2011-02-09,1
2010-10-15,1
dyhouse,1
hec-ras,1
haestad,1
waterbury,1
2015-07-13,1
petroski,1
pp.711,1
bmt,1
wbm,1
2013-04-30,1
2015-07-22,1
2012-06-07,1
1779-m,1
lulc,1
naip,1
aboutfloodat,1
cup-type,1
2minute,1
13-level,1
17levels,1
104km,1
9.3km,1
diagnosing,1
300hpa,1
insufficiencies,1
gearbox,1
65degrees,1
2millibars,1
elevates,1
halny,1
wiatr,1
koembang,1
attainable,1
supergrid,1
fathered,1
venti,1
dvrgar,1
personify,1
kublai,1
blood-stint,1
fainted,1
mid-battle,1
khamsin,1
whirled,1
compasses,1
groundspeed,1
1,200c,1
2,190f,1
vertical-axle,1
horizontal-axle,1
1180s,1
ground-hugging,1
compressive-towers,1
kites,1
aeolian,1
calima,1
feathery,1
asteraceae,1
pappus,1
anemochory,1
pollinated,1
twigs,1
sandblaster,1
pebbles,1
9.3mph,1
thick-billed,1
howling,1
cavities,1
5058,1
20,000,000,1
32,000,000km,1
890,000mph,1
840mph,1
540mph,1
50degrees,1
890mph,1
560mph,1
670mph,1
11,000mph,1
makarieva,1
anastassia,1
gorshkov,1
sheil,1
nobre,1
b.-l,1
10391056,1
2013-02-01.cs1,1
2011-07-17,1
sharad,1
pushpendra,1
agarwal,1
lankford,1
grogg,1
2001-02-23,1
2001-09-07,1
2009-05-15,1
2009-09-12,1
2009-05-06.cs1,1
barbie,1
bischof,1
14651488,1
5250,1
66207,1
2009-03-11,1
pg31,1
pattison,1
p.002,1
beaudette,1
2007-06-03,1
cleghorn,1
soekkha,1
vsp,1
langevin,1
theoi,1
atsma,1
2008-10-25,1
pp.144181,1
lindgrn,1
popish,1
revolusion,1
634644,1
burleigh,1
deblieu,1
speight,1
cardwell,1
lavery,1
rahn,1
2009-07-28,1
juleff,1
drachmann,1
centaurus,1
lohrmann,1
stlichen,1
westlichen,1
windmhle,1
kulturgeschichte,1
skysails,1
breuning-madsen,1
awadzi,1
catena,1
2338,1
perrone,1
gurevitch,1
scheiner,1
overton,1
leif,1
kullman,1
286294,1
pothier,1
jean-claude,1
ruel,1
stand-replacing,1
windthrow,1
481487,1
ars.usda.gov,1
lnsley,1
ritchison,1
avian,1
glaucous,1
24032414,1
feranando,1
227238,1
2008-12-18,1
murray-clay,1
chassefiere,1
2603926056,1
dvok,1
pp.139140,1
2000-03-15,1
kappenman,1
1976-03-22,1
yeomans,1
2015-03-21,1
rossow,1
eichler,1
cloud-tracked,1
ocpp,1
20532084,1
2006-03-17,1
c.c,1
5713,1
12431247,1
459484,1
gibbard,1
karkoschka,1
229235,1
pre1900,1
2012-01-24,1
2010-12-02,1
2008-05-31,1
11741200,1
19502007,1
347184,1
19542004,1
25571,1
e-journal,1
errands,1
stifling,1
filth,1
repurposed,1
shu-yang,1
97112,1
meinhold,1
bridgette,1
fast-changing,1
andhaline,1
continuous-ocean,1
oceandevoid,1
windwas,1
diapycnal,1
discretely,1
t-s-diagram,1
bruunt-visl,1
dwbc,1
stommel-arons,1
crevasses,1
greenland-scotland-ridge,1
shallows,1
inclusions,1
dripping,1
underflows,1
thus1.8c,1
atlanticdrawn,1
pacificcauses,1
halinity,1
26.5n,1
uk-us,1
full-depth,1
basinwide,1
recirculating,1
sloyan,1
low-density,1
freshening,1
6924,1
lappo,1
gidrometeoizdat,1
1259,1
deep-ocean,1
primeau,1
adjoint,1
54564,1
117981,1
wyrtki,1
3964,1
140-154,1
hennessy,1
eductation,1
jacquot,1
171180,1
343343,1
seager,r,1
dryas,1
11468,1
mauritzen,1
17721774,1
griffies,1
clivar,1
apel,1
gnanadesikan,1
swathi,1
260416,1
knauss,1
fp7,1
involvesdriven,1
usuallyrich,1
nutrient-depleted,1
nutrient-enriched,1
wind-water,1
topographically-associated,1
broad-diffusive,1
detrital,1
ccs,1
chlorophyll,1
broad-scale,1
diffusively,1
sumatran,1
seasonably,1
near-apex,1
reproductively,1
quick-changing,1
prell,1
wl,1
kyr,1
193-208,1
sarhan,1
lafuente,1
alboran,1
317-331,1
k.h,1
j.r.n,1
198-201,1
schlax,1
freilich,1
milliff,1
978-983,1
wind-stress,1
1815-1834,1
blanchette,1
wieters,1
briotman,1
kinlan,1
schiel,1
j.pocean.2009.07.038,1
lalli,1
brodeur,1
32-38,1
cury,1
rjm,1
jarre,1
verheye,1
pelagics,1
603-618,1
brostrm,1
oslo,1
354-384,1
river-eroded,1
10,00012,000,1
water-circulation,1
overgrazing,1
diking,1
aestuarium,1
aestus,1
measurably,1
dutch-german,1
lagoon-type,1
semi-isolated,1
encloses,1
engulfment,1
fjords,1
circulationtype,1
well-mixed,1
freshwater-seawater,1
homogenous,1
physiochemical,1
mudflat,1
sedimental,1
flushed,1
phenols,1
lauf,1
a.a.a.s,1
mclusky,1
ecohydrology,1
macaya-solis,1
byatt,1
barrages,1
lampreys,1
291-302,1
kunneke,1
palik,1
wildl,1
1393960326,1
evaporation-driven,1
415424,1
balkema,1
gillanders,1
bronwyn,1
6845,1
436438,1
allanson,1
garca-alonso,1
lercari,1
araujo,1
rezende,1
www.onr.navy.mil,1
2009-05-17,1
saltiness,1
isohaline,1
isohale,1
35g,1
0.01g,1
200g,1
intercomparability,1
sac-d,1
nonspecialists,1
usingbased,1
titration,1
19.37ppt,1
35.00ppt,1
35.2g,1
limnologists,1
70mg,1
130s,1
5080s,1
metahaline,1
halophyte,1
subduct,1
nodc.noaa.gov,1
hydrobiologica,1
anati,1
hypersaline,1
brines,1
5570,1
scor,1
pp.196pp.cs1,1
limnological,1
853867,1
culkin,1
potassium,1
35.0000,1
19.37394,1
oe5,1
niekerk,1
silberbauer,1
maluleke,1
mmaphefo,1
hydrobiological,1
archo,1
limnol,1
243248,1
kalcic,1
turowski,1
ntrs,1
mantyla,1
543548,1
brieger,1
18491919,1
productionthe,1
terminological,1
constitition,1
biotoxin,1
nerve,1
necrosis,1
variouslike,1
myotoxins,1
nsp,1
toxins-related,1
toxmap,1
peptide,1
protein-based,1
silico,1
non-technically,1
msg,1
proft,1
caister,1
grigg,1
24450,1
vieytes,1
romars,1
xos,1
arvalo,1
potency,1
17701776,1
oikawa,1
tsuneo,1
satomi,1
masataka,1
yano,1
yutaka,1
telmessus,1
acutidens,1
charybdis,1
japonica,1
onahama,1
395403,1
abouabdellah,1
rachid,1
taleb,1
bennouna,1
asmae,1
erler,1
chafik,1
abdeghani,1
moukrim,1
abdelatif,1
780786,1
xu-fang,1
wen-bing,1
kang-sen,1
cyp1a,1
ahr,1
arnt,1
bream,1
pagrus,1
16431648,1
gogo-martnez,1
chromatographic-electrospray,1
lonization-mass,1
spectrometric,1
s231s235,1
mouratidou,1
theoni,1
kaniou-grigoriadou,1
kouimtzis,1
okadaic,1
thermaikos,1
immunological,1
894904,1
doucet,1
quilliam,1
hydrolysis,1
esterified,1
pectenotoxins,1
389,1
335342,1
poli,1
musser,1
metabolites,1
981993,1
greenshell,1
mussel,1
canaliculus,1
89958998,1
hideo,1
oshima,1
yasukatsu,1
4548,1
sudheer,1
pallavi,1
kumardeep,1
ankur,1
gautam,1
rahul,1
gajendra,1
raghava,1
e73957,1
novelette,1
non-aqueous,1
acidus,1
boron,1
amines,1
brnstedlowry,1
2o,1
3o,1
nonaqueous,1
proton-transfer,1
dissociate,1
citrate,1
oxalate,1
protolysis,1
interconverted,1
log10,1
theide,1
ionizes,1
deprotonation,1
oxyacids,1
functionalized,1
polystyrene,1
sulfonate,1
filterable,1
protonate,1
monocarboxylic,1
c6h5cooh,1
polybasic,1
hso,1
orthophosphoric,1
h2po,1
hpo2,1
po3,1
orthophosphate,1
nprotic,1
itimes,1
k0,1
k-terms,1
naoh,1
nacl,1
neutralizing,1
acidweak,1
lower-ph,1
purifying,1
electrowinning,1
additives,1
preservatives,1
cola,1
preservative,1
pickles,1
unripened,1
tamarind,1
rhubarb,1
unripe,1
carambolas,1
amla,1
fevers,1
digestion,1
subunits,1
anamino,1
covalently,1
hydrogens,1
glycine,1
d-amino,1
cooh,1
nh2,1
esters,1
hydrophilic,1
hydrolyze,1
pro-enzyme,1
acetylsalicylic,1
acyl,1
uncharged,1
antacids,1
phospholipid,1
cytosol,1
oxoacids,1
hclo,1
hclo2,1
hclo3,1
hfo,1
oxoacid,1
hso3f,1
hsbf6,1
hbf4,1
hpf6,1
h2cro4,1
h3bo3,1
2oh,1
mesylic,1
ch3so3h,1
esylic,1
ch3ch2so3h,1
besylic,1
c6h5so3h,1
ch3c6h4so3h,1
triflic,1
cf3so3h,1
sulfonated,1
ch2ch,1
c6h4,1
so3h,1
r-c,1
groupc,1
c6h8o7,1
hoch2,1
choh,1
4-cooh,1
ch3-choh-cooh,1
hooc-cooh,1
hooc-choh-choh-cooh,1
halogenated,1
halogenation,1
vinylogous,1
carbon-carbon,1
oxtoby,1
2015principles,1
nakamo,1
pp.496500,1
lampman,1
kriz,1
351,1
cenage,1
equilibria,1
292,000people,1
70,000people,1
rubio,1
77houses,1
108.7million,1
36,500houses,1
2,000square,1
400square,1
19.76million,1
9.88million,1
30,000cattle,1
100,000acres,1
2,290,000m3,1
88.9billion,1
2.52109m3,1
rigoletes,1
15.97,1
orrison,1
cuba-junky,1
cenapred,1
cepal,1
sismolgico,1
readouts,1
customizable,1
submittal,1
hygrometers,1
barographs,1
airguide,1
stormoguide,1
jilindras,1
02e,1
polarfront,1
transcribes,1
00h00,1
06h00,1
12h00,1
18h00,1
03h00,1
09h00,1
15h00,1
21h00,1
azmet,1
gaemn,1
paaws,1
iem,1
mawn,1
verbelen,1
yannick,1
circuitmaker,1
firmware,1
github,1
openobservatory,1
stanislaw,1
massel,1
pp.369371,1
timpe,1
voorde,1
mts,1
309315,1
2008-02-04,1
pazos,1
swail,1
979995,1
chadwick,1
tiros-1,1
february17,1
78days,1
vanguard2,1
nimbus3,1
ats,1
late1960s,1
early1970s,1
late1970s,1
0.61.6m,1
3.97.3m,1
8.713.4m,1
35,880km,1
22,300,1
www.noaa.gov,1
goes-12,1
goes-11,1
goes-west,1
new-generation,1
76e,1
140e,1
operation8,1
3.5w,1
